Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
2020-04-15;2020-04-16;110238,75;37458,25;92802,50;237602,75;233721,25;4464,00;158352,75;112095,50;34461,50;124060,75;38326,75;35401,25
2020-04-16;2020-04-17;108391,50;36423,00;28448,75;139498,00;232056,75;4371,75;150850,25;137820,00;53252,50;160825,25;31434,25;36759,25
2020-04-17;2020-04-18;108532,75;37533,25;18773,25;72750,25;232716,75;4355,00;152695,50;147830,00;54746,25;179065,00;38722,75;34704,25
2020-04-18;2020-04-19;108449,25;37772,25;57400,50;164605,00;197145,50;4450,50;155413,00;114648,00;56427,50;100364,25;30612,75;35079,75
2020-04-19;2020-04-20;108113,00;37174,25;80295,75;336693,00;214095,25;4025,50;146745,50;100884,75;55356,75;73560,50;23243,75;34809,25
2020-04-20;2020-04-21;107316,75;37866,25;87199,25;550362,00;254853,25;4063,75;147092,00;86969,50;46912,00;83756,75;46518,00;34387,25
2020-04-21;2020-04-22;106924,75;37149,75;104474,75;633019,50;256068,00;4053,00;147062,00;82873,00;42601,50;73937,50;41087,50;33466,00
2020-04-22;2020-04-23;109833,25;41304,25;109869,00;458193,00;264350,50;4201,25;152892,50;94382,25;42225,00;80266,75;43482,00;34640,75
2020-04-23;2020-04-24;110997,75;41048,75;23798,00;133094,50;258557,75;4055,75;156550,00;122551,50;56392,00;178949,50;39422,50;35241,50
2020-04-24;2020-04-25;110779,25;42279,00;73133,00;256705,50;222697,25;4102,75;155369,50;125604,50;43104,00;126554,75;27730,25;35351,25
2020-04-25;2020-04-26;112620,00;40315,50;38656,00;171716,25;215604,75;4542,00;154250,50;109876,00;36792,00;101861,25;33736,25;35375,75
2020-04-26;2020-04-27;112480,50;38380,00;9132,25;35889,00;240002,75;4505,50;156801,75;123171,00;45274,50;119189,50;28760,00;34702,75
2020-04-27;2020-04-28;110805,50;40857,25;25171,00;65222,25;227924,50;4276,00;156457,75;190895,00;46230,25;187135,00;32274,25;35285,50
2020-04-28;2020-04-29;108698,00;42681,25;9987,00;118805,50;149218,75;3865,50;157012,25;227741,00;54540,00;196905,00;29522,00;35284,25
2020-04-29;2020-04-30;110105,25;45009,00;24565,25;177967,00;117507,50;4213,25;156334,50;216748,75;51613,25;187052,00;31950,75;36527,00
2020-04-30;2020-05-01;111626,75;42335,75;90118,75;349928,25;127231,00;4212,25;153952,00;134676,25;44382,25;116240,50;33573,50;35828,50
2020-05-01;2020-05-02;110530,25;43945,50;50212,00;354317,75;151646,50;4299,50;147513,50;103663,25;39365,75;73222,25;30337,75;34173,75
2020-05-02;2020-05-03;110011,00;43306,00;29239,75;318080,00;147049,25;4537,00;154237,00;102881,00;40797,25;71490,50;28068,50;34425,00
2020-05-03;2020-05-04;110145,50;43874,50;18032,25;124759,75;181104,50;4790,50;154931,50;115111,00;41569,00;87594,00;33406,25;35449,00
2020-05-04;2020-05-05;109866,00;43593,50;42257,50;129897,75;142031,50;4630,25;155976,75;208059,25;42952,50;173334,00;22934,75;37887,00
2020-05-05;2020-05-06;110457,25;43693,50;40920,25;198059,50;202113,25;4654,00;157554,75;189684,25;43346,50;170911,00;32319,25;37604,00
2020-05-06;2020-05-07;110637,25;45757,50;36351,75;199751,50;265402,50;4456,25;155043,25;178939,75;42161,75;166270,00;24848,75;37352,25
2020-05-07;2020-05-08;111249,25;46010,75;28177,00;110727,25;255302,25;4627,75;155079,00;186126,50;37954,00;196093,25;29975,25;37760,25
2020-05-08;2020-05-09;111567,50;44756,00;23131,00;43454,50;254733,00;4482,50;145781,75;202739,25;39180,25;186984,25;30022,50;38286,25
2020-05-09;2020-05-10;111365,50;43886,50;2730,50;66031,25;205068,50;4358,25;123668,75;125875,75;55650,25;155850,00;29414,75;39906,75
2020-05-10;2020-05-11;110471,00;46546,75;71908,00;176826,00;165063,75;4227,00;121415,25;106727,50;55969,25;79391,25;21392,50;32623,50
2020-05-11;2020-05-12;110210,00;47653,50;125162,50;515282,75;84405,00;4761,50;122053,50;102357,25;53738,00;103826,25;39267,25;37688,00
2020-05-12;2020-05-13;110971,00;50977,75;79484,00;214706,00;214633,00;4928,50;125236,00;141815,25;61353,00;172534,25;23682,75;38542,50
2020-05-13;2020-05-14;111642,00;51283,00;60992,50;112182,75;148600,50;4887,00;125410,00;205425,00;70634,75;218582,00;25393,50;38841,00
2020-05-14;2020-05-15;112149,00;51844,50;34965,00;174405,75;175555,25;4759,75;125213,50;189684,75;63315,25;203845,50;29317,00;38860,25
2020-05-15;2020-05-16;112469,75;51605,25;81827,50;213365,75;188043,50;4757,00;124361,75;155932,75;61733,75;163086,00;31404,00;38673,00
2020-05-16;2020-05-17;112211,75;50854,75;74663,00;216274,50;243460,75;4787,00;123416,00;110649,00;55032,75;102737,50;32443,75;38127,50
2020-05-17;2020-05-18;111496,75;46488,00;96145,00;220680,25;256069,50;4343,00;120387,50;96510,75;59174,50;79857,50;26348,00;36568,25
2020-05-18;2020-05-19;110089,50;45022,75;82948,25;202605,75;244779,00;4226,00;122293,50;133728,25;72097,50;136910,25;38825,75;37567,50
2020-05-19;2020-05-20;109711,25;48282,75;44127,75;149147,00;226525,50;4162,25;123405,75;162552,00;58140,75;185927,75;34513,75;36044,50
2020-05-20;2020-05-21;110206,00;50972,00;1246,25;42107,75;178835,25;4137,00;125797,50;213478,50;51378,75;221547,00;37687,50;37009,50
2020-05-21;2020-05-22;111879,25;46611,00;11825,75;49325,00;267283,00;3732,00;122698,50;111112,25;37173,75;142903,00;34267,50;37010,25
2020-05-22;2020-05-23;110872,25;45150,75;100166,75;217201,25;153784,50;3597,75;122517,25;96847,50;40603,75;128345,50;36293,00;35851,00
2020-05-23;2020-05-24;111494,50;45534,00;112963,50;324092,50;111574,75;3733,75;119765,75;87862,00;49526,25;79623,00;24484,75;30273,50
2020-05-24;2020-05-25;112097,75;40934,50;96288,00;418961,75;178861,75;3637,50;127459,25;87457,50;52469,00;58499,75;27503,50;25056,75
2020-05-25;2020-05-26;111862,25;48359,50;69366,75;338691,00;154247,25;3646,50;153156,00;127962,50;56262,75;151495,25;35032,25;31154,50
2020-05-26;2020-05-27;112110,75;46779,25;1421,75;43102,25;227358,50;3616,50;158560,00;197133,00;63885,50;227673,25;40629,50;34236,75
2020-05-27;2020-05-28;112010,00;45515,00;32700,00;96718,25;255194,25;3574,50;155279,00;147377,25;52560,75;211015,25;35117,50;34136,75
2020-05-28;2020-05-29;112369,00;43484,25;28430,25;230288,50;241719,00;3596,00;155477,00;126494,00;42684,50;197877,75;39860,00;37220,25
2020-05-29;2020-05-30;112656,25;44192,75;14103,50;129389,25;244916,00;3752,25;150944,75;133105,00;39952,75;195800,25;24146,75;34830,00
2020-05-30;2020-05-31;111614,00;40422,25;20645,00;230612,00;222912,00;3764,25;151752,25;84492,50;47811,75;79991,25;31655,75;31757,75
2020-05-31;2020-06-01;110901,25;35195,50;54945,25;252241,50;238678,75;3711,50;158630,25;79848,50;55332,00;67439,50;28622,75;30566,50
2020-06-01;2020-06-02;110459,75;33821,50;58178,00;201277,50;290147,75;3494,50;180513,25;89923,50;43711,75;77672,00;28248,50;32150,25
2020-06-02;2020-06-03;109429,50;38190,50;15051,50;95300,75;275611,00;3450,25;187226,75;151050,75;55433,00;183596,50;32522,75;25071,50
2020-06-03;2020-06-04;108789,75;44028,25;76489,75;91407,50;232911,00;3440,50;187238,00;184304,00;42669,25;212514,75;37768,75;25240,25
2020-06-04;2020-06-05;109481,00;50074,50;88780,25;142009,75;101552,50;3504,00;188828,50;184353,00;55475,25;216542,50;34856,00;26852,00
2020-06-05;2020-06-06;111454,25;49358,75;65787,25;373514,25;140109,25;3710,75;187127,00;115299,00;35378,25;174911,75;27828,50;24632,00
2020-06-06;2020-06-07;108872,50;45795,75;121058,75;402458,75;163554,75;3837,75;178513,25;85032,50;31148,00;73936,75;28343,25;24092,25
2020-06-07;2020-06-08;104069,50;45101,00;45851,25;222535,00;132340,00;3663,50;186704,75;102913,00;34377,25;95567,75;23900,75;24760,25
2020-06-08;2020-06-09;104390,50;51900,75;15840,75;39562,50;180676,50;3550,75;189077,00;217996,00;37871,50;218377,50;27186,50;19396,75
2020-06-09;2020-06-10;103307,50;54631,50;2127,00;85117,50;128934,25;3453,00;189050,50;274682,00;70132,75;247790,00;26829,00;24370,75
2020-06-10;2020-06-11;102767,00;53640,75;18458,50;111600,25;114748,00;3497,00;188337,25;263839,75;52127,50;251220,75;30611,50;25398,25
2020-06-11;2020-06-12;101990,00;55684,00;111289,25;117266,00;126813,00;3570,25;186671,25;169300,50;29316,75;198278,75;18042,00;24638,00
2020-06-12;2020-06-13;101216,00;55505,00;102767,25;173107,75;249295,75;3388,25;177509,00;129158,25;28685,50;157841,00;21931,75;25262,25
2020-06-13;2020-06-14;99823,50;53015,25;98266,25;198404,00;221396,75;3399,50;151281,75;94857,75;33443,25;121202,50;20279,50;26793,50
2020-06-14;2020-06-15;100499,25;55973,75;74528,75;206342,75;87584,00;3405,25;153815,00;105625,00;29642,25;125537,00;28229,00;25415,25
2020-06-15;2020-06-16;100248,25;58840,50;33880,00;114017,25;138316,25;3348,25;155808,00;277236,25;54794,50;217888,75;28008,00;29540,00
2020-06-16;2020-06-17;98745,00;57373,75;4785,25;22598,25;162907,75;3299,75;156494,75;312014,25;73713,50;233443,75;28050,25;29992,50
2020-06-17;2020-06-18;100682,25;57172,25;19958,25;61694,75;187443,50;3343,75;155825,75;313158,25;77534,25;253163,75;19215,00;28336,50
2020-06-18;2020-06-19;107400,25;62160,25;30226,25;115743,75;171024,75;3409,00;155052,75;295747,25;70917,25;249865,00;22719,00;29548,00
2020-06-19;2020-06-20;107743,25;64216,25;9299,25;128704,50;153045,00;3573,50;137173,50;271673,25;44964,00;242734,00;23590,50;28612,75
2020-06-20;2020-06-21;106863,75;59699,00;17144,75;232591,75;170903,75;3606,25;125201,25;140146,00;34576,00;156587,75;26058,50;27148,25
2020-06-21;2020-06-22;106797,00;55305,00;27669,00;89358,75;226596,25;3515,25;122569,25;134379,25;30983,25;113744,00;24641,25;27205,00
2020-06-22;2020-06-23;106268,00;61709,00;13047,50;132824,25;226129,75;3369,50;126942,75;227300,00;52338,00;200359,50;28602,25;21651,25
2020-06-23;2020-06-24;106593,00;58899,00;9741,50;72021,25;278306,25;3296,00;127095,25;272810,50;49895,50;221662,50;24146,50;21096,00
2020-06-24;2020-06-25;107146,25;57264,25;16290,25;120122,75;267817,75;3425,75;126105,00;276059,75;71055,00;234845,25;21241,50;25941,50
2020-06-25;2020-06-26;107082,00;58068,75;57377,75;187518,50;231865,50;3401,25;126345,50;272868,50;67591,50;236932,50;24019,50;27383,25
2020-06-26;2020-06-27;107506,50;57040,00;43238,25;140000,50;248811,25;3458,75;126224,75;271620,00;63626,75;224729,75;26694,75;28815,75
2020-06-27;2020-06-28;106505,75;58867,00;18671,75;148458,75;226853,50;3379,75;125971,50;182361,00;39510,25;178741,75;21791,25;28233,25
2020-06-28;2020-06-29;106580,00;57589,50;73427,25;235077,50;163842,50;3339,50;121413,50;140542,00;37285,25;110584,75;28909,25;21185,50
2020-06-29;2020-06-30;107229,00;58206,25;90939,25;242212,75;191165,00;3409,50;121117,25;182191,50;40745,50;192477,00;23796,25;21160,00
2020-06-30;2020-07-01;105760,00;61796,75;81381,25;462220,00;207625,00;3445,25;117938,25;144399,75;52481,50;156050,25;35965,00;26607,50
2020-07-01;2020-07-02;107074,25;64587,00;45249,75;280021,00;201469,75;3515,25;126650,00;225167,50;48553,50;206715,25;25015,25;23297,50
2020-07-02;2020-07-03;106149,50;64784,50;17269,25;162583,00;177169,50;3836,25;127219,50;244313,75;58885,75;225223,25;34203,25;23967,25
2020-07-03;2020-07-04;105402,25;61833,00;49866,25;189953,50;203375,50;3550,25;127394,50;219795,50;35447,25;216843,50;35119,25;24939,00
2020-07-04;2020-07-05;104085,50;57383,75;129228,50;474303,75;207798,75;3559,00;112749,00;94174,75;23040,25;78798,25;34832,50;26224,50
2020-07-05;2020-07-06;103168,50;50414,75;97994,25;552031,75;167605,50;3455,25;99024,75;95346,50;23671,00;57952,25;34776,00;26087,75
2020-07-06;2020-07-07;103775,75;59072,25;123497,25;551159,25;204069,25;3337,25;117895,00;120042,75;46540,00;103693,75;26315,25;27388,00
2020-07-07;2020-07-08;104786,50;58105,50;93052,50;218459,75;221266,50;3354,00;127656,25;188245,50;43518,75;213482,75;31028,25;27432,00
2020-07-08;2020-07-09;105835,00;60212,00;32252,25;103199,75;144247,50;3343,00;128079,00;256099,50;79833,25;238071,00;34066,75;27686,50
2020-07-09;2020-07-10;104356,00;58698,25;9649,00;156874,25;165810,50;3385,00;127326,25;261796,25;87703,50;232733,25;22673,50;27852,75
2020-07-10;2020-07-11;103805,50;55252,25;54343,00;297950,75;168087,25;3548,00;117099,25;227168,00;58140,75;228488,00;29717,50;30915,50
2020-07-11;2020-07-12;102648,25;53913,00;59147,75;137019,75;193485,75;3629,75;103088,00;166990,75;43255,25;209227,75;22335,50;35006,00
2020-07-12;2020-07-13;103247,75;52096,25;35087,25;91636,75;242803,50;3472,50;115316,00;135494,50;46350,00;177074,25;29224,00;34686,50
2020-07-13;2020-07-14;103208,25;53341,50;22020,00;46016,75;269600,50;3407,75;118596,00;226480,00;56732,75;227168,25;26099,25;32408,75
2020-07-14;2020-07-15;105630,25;51294,75;27792,00;83111,25;211751,00;3451,50;117096,00;255151,00;69623,50;238887,50;23847,75;32886,25
2020-07-15;2020-07-16;105847,25;55313,00;5411,75;50711,00;126796,75;3577,50;121412,75;267257,00;105591,25;244504,50;32493,75;32465,00
2020-07-16;2020-07-17;106484,50;55649,25;4289,25;48841,75;106438,00;3526,25;136935,75;271944,25;128650,50;221414,75;33223,50;31424,25
2020-07-17;2020-07-18;106917,50;56243,50;5770,00;43369,75;179032,25;3529,75;156240,00;275753,00;79164,75;229423,25;28915,75;27081,75
2020-07-18;2020-07-19;105591,50;54131,25;18353,25;14137,75;215962,25;3575,25;146166,75;200987,75;47972,00;206058,25;19576,75;33233,00
2020-07-19;2020-07-20;103745,00;49120,75;15856,75;53098,25;227358,25;3462,25;153452,75;165859,75;38910,25;186313,50;26807,25;33949,00
2020-07-20;2020-07-21;104472,25;51502,75;27165,25;125729,00;214164,25;3770,25;154424,75;242463,25;40593,75;217244,50;25986,25;35644,25
2020-07-21;2020-07-22;105080,00;50125,50;36094,75;119876,75;236680,50;3974,75;154751,75;238519,25;40742,25;234480,25;25294,25;36213,25
2020-07-22;2020-07-23;105524,00;52855,25;19060,25;71569,50;240742,00;4019,25;156148,00;255100,00;42657,75;238552,50;26857,75;37737,00
2020-07-23;2020-07-24;105816,25;51503,50;49884,25;43399,25;237812,25;3689,50;155349,50;256522,00;48917,50;238513,25;31404,25;36552,00
2020-07-24;2020-07-25;105312,75;52666,00;42019,00;209360,25;181547,50;3526,25;155439,25;225801,25;30605,25;229460,50;26018,00;29438,75
2020-07-25;2020-07-26;103899,25;49476,50;52658,75;95876,50;183656,75;3442,75;155085,25;165660,25;27340,25;199332,75;23542,75;39580,50
2020-07-26;2020-07-27;103896,50;43032,75;81561,25;252359,50;166229,00;3415,25;152769,50;136511,75;25710,25;145499,00;30519,00;38838,50
2020-07-27;2020-07-28;105082,25;47776,75;73488,50;126192,50;198057,00;3389,50;154602,75;195136,75;39459,00;228210,50;21863,50;36572,00
2020-07-28;2020-07-29;104311,75;45676,75;130249,75;413436,25;196966,50;3479,00;149050,50;128004,00;44245,25;180817,50;35684,25;28862,50
2020-07-29;2020-07-30;103583,75;48637,50;128824,75;288109,00;237133,25;3536,00;152749,50;156190,50;52926,25;176009,00;36656,75;34851,25
2020-07-30;2020-07-31;104887,75;48034,00;52151,00;99336,25;258803,75;3531,25;155255,50;219729,50;32872,00;238195,75;30869,00;36341,25
2020-07-31;2020-08-01;102438,00;48001,50;26232,75;61979,50;261015,75;3394,75;154916,00;249222,75;31971,00;221797,75;30880,00;36142,75
2020-08-01;2020-08-02;102636,25;44793,50;73061,75;153997,00;212488,00;3172,00;153856,25;208372,50;31216,50;184579,25;29313,00;36697,00
2020-08-02;2020-08-03;102726,25;44306,25;32436,75;98493,75;117754,00;3283,25;144780,25;213527,75;31892,50;194283,00;26492,75;33665,75
2020-08-03;2020-08-04;104460,75;53014,00;9682,75;74464,00;137928,75;3364,00;143040,50;277045,25;47582,25;246779,75;22766,00;36650,50
2020-08-04;2020-08-05;104203,25;49666,50;19372,50;64875,00;154792,75;3368,50;150286,50;281337,50;47697,00;251607,25;28609,00;36372,50
2020-08-05;2020-08-06;103112,25;49470,00;93755,75;131893,50;250374,00;3325,75;176955,75;220275,00;44494,00;220649,25;37806,50;35446,75
2020-08-06;2020-08-07;103745,50;54699,50;26680,75;95375,75;258907,00;3183,00;186844,50;255828,00;43904,25;229331,75;32988,25;32834,75
2020-08-07;2020-08-08;103008,00;57808,25;12639,00;64290,50;249717,00;3020,25;186986,75;253859,50;45548,50;229077,50;36866,00;31990,75
2020-08-08;2020-08-09;101718,00;53313,50;7943,50;50570,75;241187,50;2808,50;185855,50;239912,50;43007,50;196409,75;29400,50;32184,50
2020-08-09;2020-08-10;101513,25;48795,50;35336,50;94675,75;214096,25;2651,75;185023,50;214335,00;42785,50;156900,50;29699,25;32479,75
2020-08-10;2020-08-11;101986,50;53320,50;62432,50;134819,75;202383,00;2655,25;185802,00;311651,25;67813,25;198405,75;32785,25;33481,50
2020-08-11;2020-08-12;101534,00;53348,75;84298,50;212828,25;216377,00;2802,50;185057,25;298645,50;74484,25;204009,00;32787,50;33631,00
2020-08-12;2020-08-13;102876,25;49164,50;96000,75;201101,75;223740,25;2891,75;182973,00;291964,25;74399,75;188797,75;32508,50;33707,25
2020-08-13;2020-08-14;104391,75;52273,75;77241,50;136987,00;147981,00;2941,50;185540,75;281602,25;95642,75;193705,50;35924,00;32982,75
2020-08-14;2020-08-15;103424,75;53224,50;29709,25;58117,75;142107,00;3083,50;186699,25;278092,50;104946,50;202909,75;32910,00;34723,75
2020-08-15;2020-08-16;102781,00;49600,75;28302,75;32195,25;161984,00;3197,50;186872,00;238639,00;60717,25;180522,00;23920,00;34124,75
2020-08-16;2020-08-17;102617,00;43280,75;23311,75;107760,50;219668,00;3063,50;185797,75;197272,25;61919,25;149953,75;24773,75;34494,25
2020-08-17;2020-08-18;103594,25;51396,75;14439,00;103100,75;150081,75;3218,75;186995,75;295202,00;98958,75;200287,50;37584,25;34064,50
2020-08-18;2020-08-19;103007,75;50897,75;9104,75;73666,50;166961,00;3232,50;186851,00;311950,50;116476,25;212921,75;32685,50;31812,00
2020-08-19;2020-08-20;102065,00;47534,25;19290,75;43196,50;213782,75;3299,75;187633,00;310810,25;98455,75;213153,75;30362,50;31494,00
2020-08-20;2020-08-21;99865,75;46969,00;53649,50;141378,00;193666,25;3220,25;186290,75;294333,00;83025,00;198805,50;36158,50;31676,00
2020-08-21;2020-08-22;99560,50;44772,50;101812,50;251970,00;187803,75;3159,25;181616,25;248247,75;54327,25;170349,75;30823,25;29721,50
2020-08-22;2020-08-23;100434,25;42142,75;124611,25;307372,00;122561,50;3301,75;185138,50;149391,75;43311,50;105058,00;25906,00;30386,50
2020-08-23;2020-08-24;102459,50;43861,00;86778,50;378078,00;158777,50;3379,50;177423,75;128560,00;45203,00;89152,25;26984,00;30744,75
2020-08-24;2020-08-25;103666,50;41174,25;22417,25;204393,75;146610,50;3408,75;188780,00;268315,25;118553,50;189509,75;24421,25;31289,75
2020-08-25;2020-08-26;103041,00;43516,00;72951,00;211159,50;160371,00;3465,00;186847,25;298839,50;102480,75;188908,75;22159,00;30928,75
2020-08-26;2020-08-27;101357,00;38853,25;99141,75;819986,00;138264,50;3416,50;168520,00;114352,00;51042,75;72556,00;21356,25;29682,50
2020-08-27;2020-08-28;102924,00;39983,25;37034,25;302703,25;158365,75;3372,50;188684,25;257704,50;118733,25;172525,75;25871,25;32923,75
2020-08-28;2020-08-29;103870,50;41244,00;88748,50;238662,25;130633,00;3483,50;188426,00;298928,00;68239,00;183059,50;24733,75;32730,75
2020-08-29;2020-08-30;103526,25;44789,50;40829,00;170636,25;122978,75;3502,00;189292,50;246323,75;50056,50;150221,25;19030,00;32630,25
2020-08-30;2020-08-31;103271,25;45108,25;64146,50;85234,75;90544,50;3423,25;189095,25;234903,00;47930,50;150737,50;23119,75;31247,00
2020-08-31;2020-09-01;103062,25;53314,25;31346,75;92732,25;120181,50;3532,75;189804,25;294044,75;155027,50;192842,00;27676,25;31826,25
2020-09-01;2020-09-02;103359,25;56157,50;17024,00;69638,50;130627,00;4119,50;189973,25;314709,75;182621,00;212794,50;28317,25;33764,50
2020-09-02;2020-09-03;103970,75;57349,00;15242,00;41254,75;172294,25;4261,25;190327,50;323726,50;175644,25;209403,00;31080,00;32163,00
2020-09-03;2020-09-04;103983,75;55627,25;84862,00;237365,00;156758,25;4204,00;189588,25;303394,25;115383,75;194980,00;25988,50;32048,00
2020-09-04;2020-09-05;104016,00;55351,25;77673,25;227137,50;155906,25;3948,50;188240,50;278066,00;91944,25;184786,50;35907,00;31856,50
2020-09-05;2020-09-06;104806,25;48691,50;108132,25;174547,00;122861,75;4155,50;188524,75;254517,75;72064,00;98578,25;21979,75;33273,00
2020-09-06;2020-09-07;104600,25;45454,25;46414,50;134990,00;148949,25;3941,75;189868,25;224966,75;73438,75;108606,75;26432,00;33136,25
2020-09-07;2020-09-08;104219,25;51489,25;55616,00;77490,25;182116,25;4107,00;190130,25;283147,25;128953,25;176748,00;21777,25;33149,00
2020-09-08;2020-09-09;103133,75;51745,50;81643,00;286806,75;175737,25;4072,25;189566,25;263179,75;113922,00;165847,25;32343,50;31890,00
2020-09-09;2020-09-10;104247,50;51981,00;122455,25;232561,00;173150,75;3892,00;188590,25;289939,50;107329,25;185556,25;28583,00;32643,00
2020-09-10;2020-09-11;105552,75;52042,50;42984,00;109218,75;163382,75;4031,50;189530,00;303493,00;187568,75;210844,75;29006,50;34249,75
2020-09-11;2020-09-12;105789,50;48391,50;71590,75;49041,50;185765,75;4074,75;189290,25;307797,50;176353,25;208850,75;21189,75;33812,00
2020-09-12;2020-09-13;104709,00;44848,75;102476,50;225648,25;187772,25;3795,25;184024,75;196169,00;71400,75;127078,00;25765,00;32099,75
2020-09-13;2020-09-14;103958,25;42042,75;109985,50;166011,00;198044,50;3590,50;182365,75;179782,75;59844,00;116496,25;21897,00;31553,00
2020-09-14;2020-09-15;102704,25;45504,75;20353,00;70146,00;202979,75;3877,75;188122,00;272633,25;192976,00;189768,75;30879,50;35918,25
2020-09-15;2020-09-16;102553,00;51518,75;4706,50;62873,50;196976,75;3817,25;187706,50;262607,00;227370,50;203731,50;40485,50;35781,00
2020-09-16;2020-09-17;103024,00;45516,50;72508,75;146749,50;163043,50;3674,00;186886,25;258055,50;210308,25;191905,50;22046,00;33922,50
2020-09-17;2020-09-18;104111,00;42368,25;59242,50;252697,25;173135,75;3686,50;187697,50;256275,25;157513,25;179100,25;24933,50;34981,25
2020-09-18;2020-09-19;105682,00;39099,00;27441,25;228369,00;205027,00;3894,00;189615,50;269508,00;108907,50;178284,50;23464,00;36058,50
2020-09-19;2020-09-20;105912,00;35199,75;53192,50;201116,00;194395,00;4023,75;161965,00;222338,00;56363,75;166003,00;23095,75;36746,25
2020-09-20;2020-09-21;105768,75;33742,00;23371,25;144457,75;198712,25;3903,25;158548,00;227422,50;68978,00;156070,25;21243,25;36345,00
2020-09-21;2020-09-22;106321,25;37187,75;2621,75;50896,25;192067,50;4029,75;158639,50;267769,00;179385,50;216819,00;23675,25;37497,75
2020-09-22;2020-09-23;104691,75;42780,50;4179,25;30107,50;177942,50;3900,50;158017,75;265773,50;207691,50;236576,25;36504,75;34465,00
2020-09-23;2020-09-24;105559,75;43243,75;67358,25;145323,00;121128,75;3915,25;157882,00;264751,25;165215,00;228497,50;27845,00;33445,00
2020-09-24;2020-09-25;104946,25;41537,50;120019,50;398132,00;132279,25;4429,75;155925,00;217236,50;85800,50;178432,50;37321,50;36655,00
2020-09-25;2020-09-26;107126,00;44506,75;67928,25;256826,75;64265,00;4694,50;155568,25;232985,00;97905,00;193060,50;28293,00;35659,25
2020-09-26;2020-09-27;107022,50;48623,25;63861,50;304143,75;36301,00;4707,50;160317,00;189547,75;36602,25;130348,50;18145,25;35605,25
2020-09-27;2020-09-28;101533,25;47523,00;83749,50;135421,00;96248,50;4519,25;159182,75;210886,00;49538,00;124041,00;25204,25;35364,75
2020-09-28;2020-09-29;101049,25;49835,25;21378,75;57032,25;110602,50;4490,50;160217,75;309936,75;187908,25;196723,75;28746,75;35956,50
2020-09-29;2020-09-30;103343,75;50347,00;20499,75;54647,25;87950,50;4478,00;159726,50;310527,00;237148,00;225338,25;27535,00;35881,25
2020-09-30;2020-10-01;103055,00;48953,50;59470,25;45506,00;115529,50;4153,00;159300,50;321177,75;245818,75;208494,25;29147,25;36139,00
2020-10-01;2020-10-02;103982,50;49677,00;129135,75;209879,50;116610,75;4388,75;159152,25;303302,75;135519,00;221024,25;38693,00;36461,50
2020-10-02;2020-10-03;104522,00;45865,25;87175,00;349456,25;100783,50;4523,25;158302,25;263518,00;89449,25;179781,25;25916,50;36944,75
2020-10-03;2020-10-04;103597,75;50167,00;144970,50;431038,25;80090,75;4547,75;157518,00;135433,00;36816,25;100416,25;32980,50;35930,00
2020-10-04;2020-10-05;103854,00;46788,75;120134,25;439881,25;127449,50;4187,25;148260,75;115961,75;34586,25;91826,75;30990,00;34042,25
2020-10-05;2020-10-06;105007,50;50321,00;138921,25;370076,25;74776,75;4182,00;158607,25;245977,00;75580,75;193209,75;26566,50;36356,25
2020-10-06;2020-10-07;104875,50;48502,50;103452,25;513984,50;64506,25;4348,25;158676,00;271029,75;80014,50;166966,00;30763,50;36628,25
2020-10-07;2020-10-08;104786,25;51223,50;91918,00;395196,00;72760,75;4343,00;159525,25;308698,25;93620,25;182112,75;30114,25;38162,25
2020-10-08;2020-10-09;104741,00;47258,25;135958,00;574019,75;74500,50;4274,00;157164,50;261814,75;70506,50;138600,75;28083,25;41327,00
2020-10-09;2020-10-10;105155,25;48320,25;98177,50;222627,25;76942,50;4410,25;158585,00;318813,75;110852,50;220827,00;34731,25;35002,25
2020-10-10;2020-10-11;103306,25;44976,50;91855,00;314544,50;71766,75;4478,75;159844,00;320941,00;55401,00;119401,75;24072,25;38080,50
2020-10-11;2020-10-12;104148,25;44386,25;106233,50;213685,25;87979,75;4517,25;160261,50;298197,00;59517,25;119346,75;26442,25;38218,00
2020-10-12;2020-10-13;107602,00;49941,50;42176,25;68115,50;73268,25;4821,50;160556,25;370393,50;238665,25;243468,50;29350,75;39426,25
2020-10-13;2020-10-14;109204,00;45649,25;52089,75;97643,50;89534,75;4784,00;160945,25;368012,50;228869,50;254195,00;25641,75;38167,50
2020-10-14;2020-10-15;109416,50;44519,75;123300,00;490781,75;44444,75;4421,25;160563,50;317559,50;135611,75;170845,00;33538,00;38029,00
2020-10-15;2020-10-16;109739,00;45227,75;101326,75;318087,25;33201,00;4576,00;160612,25;337193,00;186004,75;238482,75;30625,50;38301,00
2020-10-16;2020-10-17;111320,25;46176,00;18269,50;142691,25;45011,50;4896,00;160759,00;350056,50;236325,25;278419,25;27264,00;39224,00
